SMILES,cv
CC1CC(CCO)C1O,38.607
CCCC12OCC1C2C,36.699
N#CCC1CC(C#N)N1,30.424
CN1C2CCOC(=N)C21,31.018
OCc1[nH]c(O)nc1O,31.894
CCC1(OC)CC1C#N,36.222
OCCC1C=CCO1,29.71
C#CC12CC(C)C1N2,30.058
ON=C1CC2CCC1C2,30.838
N=C1OCC12CC2C=O,29.799
O=CCc1ccco1,25.332
CN1C(C=O)C1C1CN1,33.179
CCc1c(O)noc1C,33.397
C#CC(C)(C=O)OC=O,33.991
N#CC1CC(C2CC2)C1,32.603
CN1CCC(C)(C)C1=O,36.549
Cc1ncc(F)c(=O)[nH]1,28.102
CCC(C)C1C2COC21,36.139
N=COCCOC=O,28.444
C#CC(=O)CC1(C)CN1,34.763
CC1C2C(=O)NC3C1C32,29.458
CC(=O)C(O)C1CC1O,35.725
COC(C)(C)C1CO1,34.354
CCC(=O)N(C=N)C=O,33.506
N#CC12COC(=N)N1C2,27.087
C1=CC2(CC2)C2(C1)CC2,32.6
CC1C=CCC(=O)C1,29.196
CCC(C)(C)C1CCC1,41.449
N=c1oc(N)c(O)o1,26.88
CC(C)C1(C#N)CN1C,37.621
CC#CC1(OC)CCC1,36.903
C#CC1(CC)CC(C)O1,37.541
CNC1Cn2ccnc21,29.676
CC1(O)C(O)C1CO,33.722
C#CC12CCC=C1CC2,32.161
CC1(C2CO2)CO1,25.461
CC(O)C(=O)C(C)C=O,36.861
C#Cc1ccc(N)cc1,31.512
Nc1ccc(O)cn1,26.725
N=c1cc(O)oc(=O)o1,26.895
OCC1(O)CCCC1,32.226
CC(C#CCC=O)C=O,34.744
CCn1cc(C=O)nn1,29.489
CNC(=O)C(C)CO,34.817
CCC(CC1CC1)=NO,37.676
Nc1cc([N+](=O)[O-])n[nH]1,27.715
Nc1noc(F)cc1=O,27.716
CCNC(=O)C1CC1O,35.425
C#CC1CC2OC1C2=O,28.604
CC1CC(CC=O)C1C,37.295
CCC#CC(C)(C)C,38.19
N#CC12CC3C1C(=O)C32,26.239
CC1=NC(C(N)=O)CO1,31.783
c1noc(=NC2CC2)o1,27.555
Cn1nnc(O)c1N,27.983
C#CC12CCN1C2CO,33.509
C1C2C3OC4C(O3)C4C12,25.243
CC1CC12N=COC2=O,29.096
O=C1COCCOC1,26.713
CC1(O)CC1C(O)CO,38.963
NCC[NH2+]CC(=O)[O-],31.691
CC1C(CO)CN1C=O,34.972
CC#CC1CCC1OC,36.36
N#CC1CC2CN1C2,24.625
N#CC(N)=NCC1CC1,34.103
C#Cc1ccnc(=O)[nH]1,27.37
CCC12CN3CC(O1)C32,30.802
N#CC(N)C(=O)OC=N,31.392
O=C1C2CC3C4C1N2C34,24.871
CC1C(O)C2(C)CC12,32.994
OC12C3OC4CC3C1C42,26.499
O=C1CC2C(=O)C1C2O,28.639
N#CCC12COCC1C2,30.208
CCC(=O)CC(C)OC,40.055
C#CCC(CO)CO,33.733
CC(O)c1c[nH]c(O)n1,33.004
C1OC2CC3(CO2)NC13,27.268
CCOCc1ccon1,31.207
CC(O)(C=O)CC1CO1,35.415
Cc1nnn2c1C1CC12,27.345
O=CCC(CO)C1CN1,34.654
C#CCCCC(O)C#C,38.264
N#CC1(COC=N)CC1,32.212
C#CC1(O)C(O)CC1O,35.65
c1n[nH]nc1C1COC1,26.546
CCN=C1COC(=O)N1,31.087
C#CC1=CC(=O)OCC1,29.454
CCC(C)(CC)C1CC1,42.473
CC1(C2CN2)COC=N1,31.488
N#CC1(O)CC1NC=O,31.923
CC(C)(C)C(CO)=NO,41.132
NC(=O)NCC(O)CO,37.062
CC12CC3C1CC32C,30.415
CC1(C)C=CCC1O,32.907
CC(=O)C1(CC=O)CC1,34.962
CC1(O)CC2NC2C1O,34.758
CCCC#CCC1CO1,36.472
C#CC1C(C#N)C1(C)O,34.718
CC1CC2COC2CO1,31.742
CC1CCC2C(C=O)N12,32.375
N#CCC12OC1CC2=O,28.594
C#CC12C=CC(=O)C1C2,29.43
CCC1OC1CNC=O,35.073
CN=c1[nH]ccn1C=O,31.086
OC12C3=CC4C(C1C3)C42,28.012
CCN1C(=O)CCC1C,35.543
c1cc(CC2CO2)n[nH]1,28.952
CCC(CC#N)CC=O,36.12
C#Cc1cnccn1,23.373
CCC1C(C=O)N1CC,37.337
C#CC(=O)OCCO,29.603
C1=CC23CC2CC2C1N23,27.044
Oc1ccc(F)c(F)c1,27.749
CCC1CC(N)(C#N)C1,36.489
C#CCC(=O)C1CC1O,33.842
N#CC1CC2COC2C1,28.804
CC(C)C12CC(=O)C1O2,33.926
CCC1(C=O)COC1=O,31.901
CC1(C)C2COC21CO,36.079
N#CC#Cc1ccon1,25.101
OC1CNc2[nH]ncc21,28.508
CC(CC1CC1)C1CC1,38.347
CC1CC12OCC21CO1,32.684
CCC1(C#N)COC1=O,31.083
CC1(C#CC#N)CC1,29.341
O=CC(O)(C=O)C1CO1,31.468
OCC1CN2CC(O)C12,33.391
CCC1COC(=NC)C1,35.629
CCC1C(=O)CNC1=O,32.366
CC1C(O)C2(CO)NC12,34.942
C1=CC2OC3CC23CC1,29.127
COCC(=N)NC(N)=O,35.608
COC1(C#N)CCCC1,33.883
CC1C2CC(O)(CO)C12,36.079
N=C1OC2C3CC2C13O,27.521
CC1C2C(=O)C1(C)N2C,35.322
CC1OCC2(O)CCC12,34.004
C#CC1=CC2(O)CC1C2,31.72
C#CC1(C)NCCC1=O,33.919
O=CN1CCN=C1CO,31.135
C#CC(C)(O)CC,32.264
C#CC1(C)N2CC1(O)C2,34.226
CC1(C#N)CC1C1CO1,32.687
CC1Cc2[nH]ccc2N1,31.022
OC12C3OC4C3OC1C42,25.185
OCCC1(CO)CC1O,38.684
O=C1C=C2COC3C1C23,25.397
CC1CC=CC=CC1O,34.579
O=C1C2COC1C2O,24.75
C#CC(C)c1cnno1,30.42
CCOC1C2COC1C2,32.322
C1C2C3CC3C3CC3C12,30.278
CC1NC12C1C=CC2N1,30.655
CCN1C(=O)CN=C1C,33.304
CC1(C)C2OCC(O)C21,35.262
C1=CCc2ocnc2C1,26.009
CC12CC3COC3C1O2,29.911
CC(O)C1C=CCO1,30.465
OCC12CCC1OC2,28.871
CC12COCC13CC2O3,30.262
CCC1CCC(=NC)O1,35.594
C#CC1OC1C(C)C,32.999
C#CC1(C#C)CC1,27.026
C#CC1OC1(CO)CO,34.673
O=C1CC2CC=CCC12,30.112
N=c1cnc(N)n[nH]1,25.663
CC1=C2CNC2C(=O)N1,30.12
O=C1OC(CO)C1CO,32.256
C#CC(C#CC)NC=O,35.095
O=C1C2NC2CC12CC2,29.652
CNc1[nH]nnc1OC,32.056
OCC1N=C2CC3C1N23,28.25
OC12CCOC3C(C1)C32,30.193
CCN=C(N)C#N,27.74
CC1OC2C1C2(C)O,31.498
CC1C=CCC2(C)OC12,34.055
CC1C(=O)C2OC12C,29.141
C#CCC(C#C)C#CC,37.131
O=CC#CC1OCC1O,30.953
CC12CC(CO)C1(C)C2,37.992
CCC1(C(=O)C=O)CN1,34.166
N=C1OC2(CCO)CC12,32.479
COC(=O)N1CC(O)C1,33.174
COCCn1cccn1,31.422
Cc1ccc([N+](=O)[O-])o1,27.696
CC12C=CCC3C(C1)C32,31.473
OCC12CCC1=CCO2,31.503
Cc1nc(N2CC2)n[nH]1,29.805
OCC#Cc1c[nH]cn1,29.994
O=C1C2C3OC1(CO)C32,28.288
CC1C(COC=O)N1C,35.494
C#Cc1ccc(CO)[nH]1,32.217
COC1CC2CC(C2)O1,31.636
C#CCC(N)=O,23.677
CCC1OC=NC1C,30.376
CC(O)C1(C#N)CC1C,37.172
CNC1Cn2nncc21,28.664
CCN(C)CC(=O)C#N,35.984
O=C1COCCO1,21.652
CN(CC#N)C(=O)CO,33.97
CC12CC(O)C(C1)C2O,34.974
N=C1Cn2ncnc2O1,23.664
N#Cc1cc[nH]n1,19.142
Nc1nnc2ocnn12,24.294
OC1C2OC1C2C1CC1,30.961
CN1CC2CC2OC1=O,30.287
CC12COC(=O)C(C1)N2,29.988
CC(=O)n1ccc(N)c1,32.445
O=C(C1CC1)C1CC1O,32.779
Cc1cc(=O)ccn1C,31.772
O=CNCC1COC1,28.484
CN1CC(=O)CC1(C)C,37.119
Cn1nnc(F)cc1=O,26.929
N#CC1=C2CCC2OC1,28.094
N#CC1=CCC2CC1C2,28.692
N#Cc1n[nH]c(O)n1,22.463
N#CC1(CO)COCO1,30.446
C#CC1C2CCC12C#C,33.089
CC1C2C(O)CN3C1C23,31.441
CC1OC1c1cn[nH]c1,29.621
CNC(C#N)CC(N)=O,35.756
CC1OCC12CN1CC12,31.597
CC1=CCN2C(C=O)C12,30.911
CC(O)c1cnoc1N,33.128
C#CC12CN1CC2=NO,31.308
OCC#CC1=NCCO1,30.703
CC1C2CC13NC(=O)C23,30.014
CC12CC(C1)CC21CO1,32.145
CCCC(C=O)C1CC1,37.866
CC1Cc2n[nH]c(=O)n21,29.056
CC(O)CC(O)C#N,32.342
[NH2+]=C1NCC(C(=O)[O-])N1,30.154
C1OC23CC12CC1NC13,27.865
OCCC12CCC1CC2,35.492
CCC1(CO)CC=CC1,37.03
N#CC12C3C=CC1C2N3,26.203
CCCCCC(O)C#N,38.715
CNC(=O)C1OC1CO,34.37
CNC(=O)CCC1CC1,37.092
CC(=O)C1(C)CN1C,33.835
N=C1OCC2(CC2)C1O,31.289
CCCC#CC(O)CO,38.937
CC12OC(=N)OC1C2O,30.724
NC(=O)NCC1(O)CC1,36.077
O=C1CNCC(=O)N1,25.077
COC1(C2CC2)CC1,32.255
CCC1OCC1C(C)C,39.424
CC1OCC(=NO)C1O,34.006
CC(C)OC1C=CCO1,34.825
CCC(OC)C(C)OC,42.162
CC1CC(=O)NC1(C)C,37.174
CC#Cc1cnco1,25.14
CN1CC2C(=O)CC21,27.784
CC12CN1CC1(CN1)C2,32.909
C#CC12CC3(C)C1OC32,31.444
CN(C)CC(N)C#N,33.911
C#CCC(C)(N)C#N,33.227
N#CC1C2C(=O)C3C2N13,25.42
CC1(CO)CC=CC1,32.105
CC12OCC3OC1C32,25.398
C#CC1CCOCC1C,34.854
C#CC#CCCC(C)C,39.351
C#CCN=CNC(C)=O,34.976
C1=CC2C3OCC3N2C1,26.76
CCC1=NCC(CO)O1,33.991
CCc1ccn(C)c1N,36.593
CC1CCC1(C)CO,35.454
N#Cc1occc1N,25.041
CC1(O)C2OC(C#N)C21,31.621
CN(C)CC(C#N)C=O,35.66
C#Cc1[nH]cc(N)c1N,34.9
N=C1CC(O)C(C=O)O1,30.112
C#CC(C)C(F)(F)F,29.079
CN1C2C3C1C1C2N31,23.649
CC1(C)CC2(C)C(O)C12,38.796
CC1C2NC(=O)C(O)C12,31.512
CC12NC1COC2=N,27.008
OCCCn1ccnn1,31.047
CCC(O)C1CN2CC12,35.624
Cc1n[nH]c(O)c1O,29.059
CC(C)C#CC=O,28.339
CC1(O)CCCC2OC21,34.409
C1CC2(C1)C1C3CC3C12,31.344
OCC1CC1C1CO1,30.114
CC1OC2(C)CC=CC12,33.472
OC1C2C3C4OC4C2C13,27.108
Nc1nc(CC=O)co1,30.047
C#CC1=CC(=O)CNC1,30.652
CC12CC1(C)C1(C)OC21,35.847
CC1C2NC(=O)C1C2=O,29.386
O=COc1nc(O)no1,25.65
OC1C2NC2C2C(O)C12,29.099
CCC#CCCO,30.404
COC1C(=N)OCC1C,33.91
C#CC12C3OC1C1C3C12,26.736
C#CC1COC2COC12,29.423
CC12OC1C1COC12,26.027
CC1NC12CN(C=O)C2,32.717
CCC(C)(CC)CC=O,41.809
O=CC1=CNC2COC12,28.315
CC1=CC(O)C(=O)C1C,34.753
O=CN1C2CC3(CO3)C21,28.846
C#CCC1(CCO)CN1,36.83
CCC1C2CC2C2CC12,33.775
CC1(CN2CC2)CCC1,36.509
O=c1[nH]c2c(o1)CCO2,26.312
CC12CC(NC=O)C1N2,32.867
OC12CC3OC(C1)C32,25.691
C#CCOCCOCC,37.944
OC1CCOC=NC1,28.195
CC1CCC12OC2C,32.188
C#CC12OC3CC1C32C,31.26
Nc1cccncc1=O,28.722
OC1CN2C1C2C1CN1,31.506
OC1CCOC12CC2,29.17
CC(O)C1CCNC1=O,33.878
c1nnn(C2CCC2)n1,26.931
CC(C#N)N(C)CC#N,35.132
OC1C2CN3C2C2C1C23,27.174
C1OCC2COCC1C2,29.481
C1=CC2C3CCC2(C1)C3,29.043
CC(C)NC(=O)C(=N)N,37.905
CN1C2COC(CO)C21,32.733
N#Cc1nnoc(=N)n1,25.132
O=C1CCCC2CC2C1,32.013
C#CC1(C)CC(O)C1,32.835
CC(=O)NCCC(C)O,39.922
CN=c1ccnn[nH]1,25.415
CNC(C#N)(CO)CO,37.128
CN1CC2C=CC1C2=O,29.474
CCC1CC(C)NC1=O,35.852
COC1(C)C(C)C1C=O,37.842
CN=C(N)N(C=O)C=O,33.764
CC1C2C3OC3CCN12,31.084
C1OC2C1C1C3OC3C21,26.163
CC1C2CC(O)COC12,34.11
CCC1CC12CN1CC12,34.196
Cc1ncc(=O)oc1F,27.587
C1NC12C1NC1C1OC12,27.708
N=COC1CC(O)C1O,31.859
CC(=O)C1(O)CC2CC21,34.097
CC1(N2CC2)C2CCC21,34.129
OC1CC1C1CC1,27.252
OCC(O)c1ccc[nH]1,32.592
CCCOC(C#N)CC,38.542
CC(=O)C12C=CCC1C2,32.066
C#Cc1ncnn1C,25.498
O=CC12CC=C3CC1C32,28.637
N#CC1(C#N)C=CCC1,29.298
CC12CC(O)(C1)C21CN1,34.123
Cc1ncc(=N)on1,25.211
O=CCCC(=O)CCO,35.994
OC12COC1C1CN1C2,29.433
CC(=O)C12NC1C1NC12,30.651
COC(=O)C(O)C(N)=O,34.068
COCC(OC)C(C)=O,38.185
CCC1=CCC(O)C1,31.921
CC(O)C1(C)OC1CO,39.422
CC1CC2(CC=CC2)O1,32.943
C#CCC(OC)C(C)=O,37.468
C1OCC2=C1C1CC2O1,26.393
O=CC1CC=CC(=O)O1,28.471
OC1C2C=CCC12O,28.529
CC1OC(=O)C12OC2C,31.931
C1=C2CN3C4CC1C4C23,25.675
CCOC1(CC#N)CC1,35.683
O=C1C=CCC2CCN12,28.688
C#CC1(O)C(O)C1(C)C,38.924
N=C1OC2C3OC3C12,22.542
C#CC1NC(=O)OC1=N,28.524
CC1=CC2C=CC3C1N23,28.37
CC1CCC2NC2C1=O,32.107
N#CC1CC1C(O)CO,34.248
N#CC1CCOC(=O)C1,28.992
Cc1conc1O,22.563
CC1C2CC3(CC3O)N12,33.772
CC1=CC2(C)CC2C1O,35.764
CC12CCOC3C1CC32,30.798
O=C(CO)C1CCCC1,33.913
ON=C1C2CC3CN2C13,27.848
Cc1c[nH]cc1C(C)C,37.215
CC1(C)OC2=NCCC21,32.904
CCC(O)C1(C=O)CC1,36.709
C#CC#CC(C)C(C)C,40.069
CC12CCC1CCC2O,35.429
CCCOCC#N,27.975
O=C1CCCC2CC12O,31.731
c1ncn2c1COCC2,26.584
CCC1N2CC1(C#N)C2,31.862
C#CC1(C#N)CC(=O)O1,28.807
CC(C)(CO)OC1CC1,40.107
C1=NC2C3CC(CC32)O1,26.536
OC1C=Cc2nocc21,26.039
O=c1ncocc1F,21.382
CC#CCOC(=O)CN,36.092
CCC1OCC1(N)C#N,34.928
OCC12CCC1N2,25.253
CC1CC2(C=CCC2)C1,34.389
O=CNc1ccoc1,24.439
CC(O)Cc1cc[nH]c1,34.819
O=C1C2CCC3OC2C13,26.532
COC12CN3C1CCC32,30.463
c1cc2onnc2cn1,22.672
Nc1cc(O)c(CO)[nH]1,35.11
C#CC1CC2(C)COC12,33.246
CC(O)c1nc(N)c[nH]1,34.315
CNC(C)(C#N)C1CC1,37.405
O=C1CCCCCOC1,33.058
CCC(=O)C1CC1CC,38.265
N#CC12CN3CC(N1)C32,26.756
c1nc2c3n1CC3OC2,24.286
CC1=C(CCO)COC1,35.676
COCC12CC(N1)C2O,33.058
C#CC(C)NC=O,27.757
O=CNCC1(C=O)CO1,31.395
O=C1CC=CCC2CN12,29.561
CCOC1(C)COC1=O,34.393
CN=C1COC(C#N)O1,29.477
O=C1C2C3C=CC1(O)C32,27.669
CC(C)C(C)C(C)(C)O,45.467
COC1=NC2CC2N1,27.11
OC1C2OC3CCC3C12,29.598
CC1CCC(=O)NC1,29.943
COCCOCCOC,38.898
CC1(C)CCOCC1,32.914
N=COC1CC1C(N)=O,33.337
C#CC1CC12CCC2C,35.986
CCOc1ncnnn1,27.971
O=CNC1C(=O)C2OC12,28.051
CCCC1CNC(=O)N1,34.486
CC1CN2C1C2C1CN1,32.803
CC1=CC2CC1C21CC1,32.576
CC#CC1(N)CNC1=O,34.423
COCCNC(=O)CO,36.408
CC1(C#CC2CO2)CO1,32.634
CCC1=CC(O)CC1=O,33.87
CC#CC1CC1(O)C#N,34.162
C#CC(OCC)C(N)=O,36.985
Cn1cc(C#N)cc1N,31.654
C1CC23CC(CC2O1)O3,28.001
OC12C=CC3C=CC1C32,28.597
CC1C(O)C12CC1OC12,33.05
O=C1NCCN2CC1C2,29.271
N#CC12CN=COC1C2,27.525
C#CC12CC1NC(=O)N2,30.412
CC12CC(=NO)CC1N2,33.031
CCC(CC)C(C)C,40.147
C#CC12CNC1(C)CN2,34.114
CNc1cnc(CO)o1,32.085
C#CC1OC(C)C12CC2,34.362
CC(C)C1OCOC1C,37.006
CCC(C)C(C#N)C=O,37.043
C#CC(C)C(O)CC,36.775
ON=C1COCCOC1,31.473
C#CC(=O)C(C#N)C#N,29.621
CC12OCC1C21CCC1,33.132
CC(C)(CO)C(O)C#N,39.284
CC12C3CC1C2C(=N)O3,29.271
O=C1C=C(CO)CNC1,32.155
N=c1nc(O)nc(O)o1,29.632
C#CCC12CC1C1NC12,31.929
COc1cc(=N)onn1,28.915
COc1cccc(N)c1,32.363
C1C2OCC(O2)C2NC12,26.809
COC1(C)CN=C(N)O1,34.654
C#CC(C)C(O)COC,39.426
O=C1C=CC2=CCCC12,27.7
C1NC1C12OC1C1OC12,28.19
CCCC12CC3C1CC32,33.903
C#CC12CC(=O)C1(O)C2,31.685
CC1(C)OC2(C)CCC12,37.314
N#CCC1(N)C(O)C1O,34.194
OCC12OCC1C1CC12,31.33
C#CC(C)(O)C1COC1,35.969
O=C1C=CC2(O)CNC12,29.314
C#CC12OCC3OC1C32,27.669
Nc1cc(O)co1,24.468
C1=NCCC2(CO1)CO2,29.79
CC1OC1C(C)C1CO1,35.577
CC1(C)C2CCOC21,30.906
N#CC1C2CC=CC12O,30.075
COCC12CC=CC1N2,32.431
C#CC1=CC(C#N)CC1,30.918
N#CCC12CC3C(O1)C32,28.099
N=C1C(O)C2C(N)CN12,32.301
CC1(C)COC(C#N)=N1,32.093
CN=C1OC2C3NC2C13,27.737
c1c[nH]c2cncc-2c1,25.184
C#CC1=NCC2CN12,25.338
C1COCC2CC2OC1,31.77
N=C1OC2C(O)C12N,27.726
COCC12C=CC(C1)C2,32.68
CC1CCC(C)(C#N)C1,36.08
CCCC1(O)CC1(C)O,40.942
CC1C(C)C2(C)OC12,32.802
N#CCCCOC1CC1,34.631
CC12CC(CC(=N)O1)C2,31.854
CC1CC2(O)COC12,29.725
CC1CC2CCC(=O)N12,31.336
C#CC1(CC)COC1=O,33.129
CC1C(C)C1(C=O)CO,37.376
C1C2OC3C1C3O2,18.385
CC(O)C1OC2CC21O,35.166
CC1C2CC3COC1C32,30.332
O=CC1=CNC2C(O)C12,30.248
C#CC1CCCC1=NO,33.43
NC1=[NH+]C(C(=O)[O-])CC1,31.159
CC1OC2(C#N)C(N)C12,32.144
COC(C)C(C)CCO,42.415
C#CC1(O)CC12CCO2,33.492
O=C1C(CO)=CC2OC12,29.194
CC(C)(C)NC(=O)C=O,37.815
N#CCC(=O)NC1CC1,32.498
CC1OC2OCC1C2O,30.596
CC(O)C1(O)CNC1=O,35.407
CC12CC3=CCCC1C32,31.81
O=C1CCc2ocnc21,24.932
C#CC1(C#N)C(C)C1C,36.086
CC1(C#N)CC1CC#N,33.133
CC1(CO)NC1(C)CO,40.411
CN1CC1(CO)CO,32.873
N#CC1=CCCC1O,27.276
CCC#CC1OC2CC12,33.036
Cn1cnc2nc[nH]c21,27.048
C#CCC(C)C(C)OC,41.216
CC1NC1C1CN1C,32.253
N=C1CN=C2C(O)CN12,28.883
CCC12CC(C1=O)C2C,34.846
CC1(O)CC2(O)CCC12,36.116
CC1CC(O)C2CC1C2,34.334
C#CCCC1C(C)C1O,38.199
CC1=C2CC3C2C2C1C32,28.772
C1CC1C12CN(C1)C2,27.545
N#CC#CC#CCC#N,28.735
CC12C3=NCC1(O)C2O3,30.893
CCNC(=O)OC,28.628
CC#CCC1OC1C#N,32.685
CCC(CC=O)C(C)O,40.211
O=CC#CC(O)C1CC1,33.634
COCC(=O)C(N)=O,30.724
c1nnoc1C1CC1,24.367
O=CCOC1C2CCC21,31.813
CCC1(O)C=CC(O)C1,36.903
CC1(n2cncn2)CC1,29.943
CCC1C=C2CCC2O1,32.815
CC1(COC(N)=O)CN1,35.339
N=C1OCC2NC1C2O,28.932
CC1OC2(C=O)CC12,28.032
C#Cc1occc1C#N,27.262
C1CC2C(C1)C2N1CC1,31.95
CC1N2CC13OCCC23,30.747
CC1=CC(C)OCC=C1,34.717
O=C1OC2COC(C2)O1,25.137
N#CC(=O)C12CC(C1)N2,28.119
C#CCC1CC2CC2C1,33.721
[NH2+]=c1cc([O-])cc[nH]1,26.525
CC(C#CC=O)CO,32.005
OC12CCC13CCN3C2,31.792
O=CC12C3CC1N2C3,24.241
Nc1nc(F)oc(=O)n1,28.005
Cc1cnn(C)c(=N)c1,31.951
OC12C3CC4C(O3)C1C42,26.515
CC(C)(C)CCCC#N,40.9
C#CC(=N)NC(=O)C#C,32.157
N#CC12CCC1N1CC12,28.593
O=C1CN=CN1C1CC1,29.189
CN(C)C(=[NH2+])CC(=O)[O-],38.754
CC1CC12CC(=O)N2,29.828
O=C1CC(O)CC1=O,27.123
CC12OC1CC2(O)C=O,32.713
CN=C1C=CCCO1,27.938
CC1C=CC(CO)OC1,34.416
c1noc2c1CCCN2,27.959
C1C2C3CC2C2(CO2)C13,27.713
CCC1(C)CCC1=NO,38.273
C1OC2C3C1C3C21CC1,28.625
COC(=O)c1ccc[nH]1,29.778
CC1OC2C3C1C1C2N31,27.004
C#CC12COC(C)C1C2,33.264
C#CC1OCCC1(C)O,35.329
CC1=CCCC(=O)OC1,32.368
O=C1NC2C3C1N1C2C31,24.318
O=CNC=NC1CC1O,32.677
O=C1C2CCC2C2NC12,28.326
CC(C)CNC(C)C#N,40.07
CCC(O)CCC(C)O,42.805
CC1CC1OC(N)=O,31.247
C#CC12CC(CC1C)O2,32.533
CC(=O)C1CC2CC2C1,33.165
CC1C2OC3CC3C12O,32.323
ON=C1C(O)CC1O,30.436
Cc1c[nH]c2nnnn12,26.296
CC1(COC=O)COC1,33.245
CCCN1CC1CO,34.293
CC12OC34COC(C13)C24,28.113
CC1C2=CCCC2C1C,34.944
CCC(OC)C1(C)CN1,39.881
C1CCC(N2CC2)C1,29.948
CN1CCc2nn[nH]c21,28.622
O=CC12CCC1NC2=O,29.277
CCOC1CC=CCC1,35.464
CC1C=CC(O)C1C=O,33.537
Cc1ccc(N)c(C)n1,34.096
CC#CC1CC1CC#N,34.256
C1=NCc2nc[nH]c2N1,26.35
CC1=NCC(C2CO2)O1,30.54
Nc1nc(C2CN2)no1,28.494
C#CC12CC(C1)C(=O)O2,28.279
OC12C=C3CC4C3C1C42,27.83
CC1(O)CC2CC(C1)O2,33.301
Nc1ncoc1[N+](=O)[O-],26.488
CC1C2OCC12O,25.599
NC(=O)N1CCCC1=O,30.971
CC(C)(C)C1C2COC21,36.879
N#CC(N)C12CCN1C2,32.053
N#CCN(C=O)CC#N,30.221
O=c1cncc2n1CC2,26.003
O=CC1C=CCCCO1,31.604
N#CCCC1NCC1=O,31.525
CC(O)c1cocc1O,33.222
CCc1cc(N)co1,30.085
CC1OCC2CC1C2C,34.354
NC(=[NH2+])OCCC(=O)[O-],40.762
Cc1c(O)nn(C)c1C,35.315
CCC(C)C1CC1CO,40.917
C#CC1(C)COC1C#N,32.637
CC#CC1OCOC1C,33.962
OCCC12CC1N1CC12,33.121
C1=CCC2COC2=NC1,28.661
N=c1onc(O)nc1N,28.563
CNc1cnc(=O)oc1,29.215
OC12C3C4CCC3C1C42,28.735
Nc1[nH]c(O)cc1CO,34.42
CCn1cc(O)nn1,27.144
N=COC1CC1OC=O,31.113
CC1C2C3CC(C3)N12,26.814
OC1CCC2CC12O,30.118
CC1OC2C(C#N)C12C,32.863
N=C1OCC1C(O)CO,32.856
CC(C)C#CCC(C)O,41.399
N=COC12CC1C1OC12,29.206
CC1=C(CO)CC2NC12,33.688
O=C1NC=NC2CNC12,27.1
CC12C3CC(C31)C21CO1,30.69
CC1COC=NC2CC12,31.773
O=CCC1CC2NC12,27.673
Nc1occc1[N+](=O)[O-],27.709
CCC1C2OC1C2C#N,31.346
C1OC12C1NC1C21CO1,28.587
CC1OC(=N)NC1=N,27.414
N#CC(O)CNCC=O,33.695
CC1CC(C)C1C=O,32.527
NC=[NH+]c1n[nH]cc1[O-],30.683
CC(OC=N)C(=O)CO,35.365
CCC1OC1(C)C1CN1,36.76
C1C2CC3(COC3)CN12,29.746
NC=Nc1noc(=O)o1,27.059
O=CCNC1CCC1=O,32.675
C#CC1=NCC(C#N)N1,29.264
CC(=O)C(C#N)N=CN,34.588
CC1(C=O)C=CCO1,28.557
C#CCC1(OC)COC1,34.911
CCC1NC1CC#N,31.026
O=C1C2CC3C1C(O)C23,28.037
C1=CC2OC2C2(C1)CO2,28.51
CCC#CCC(C)O,35.926
CC1CC12OC=NC2C,33.368
CC1(C)C2OC1C21CN1,33.839
CC12C(=O)NC3CC1C32,29.502
CN1CC2CN2CC1=O,31.098
CCC12CC(C)C(C1)C2,36.426
C#CC12CC(O)C1C2C,35.269
C#Cc1oc(N)cc1C,33.6
N#CC12C3C4CC1N4C32,25.067
CCN=c1ncnco1,29.275
COC1(CO)CC1(C)O,39.627
N#CC1C2CC(C=O)N12,28.596
CC(C)(O)CCC1CC1,41.402
CCCc1[nH]ccc1O,35.665
CC#CC12CCC1(C)C2,36.154
N#CC#CC1C2CCN12,28.569
C1OC2C3C4OC3C24O1,24.936
CC1CC2(CO2)CC1O,34.483
CC1C2CCOC1C2O,33.199
C#CCC1CC2OC12,28.156
O=CCCOC1CC1O,34.833
Nc1cc(N)nc(O)n1,30.863
CC1NC(=O)OC1C,29.057
CNC(=O)C1(CO)CC1,35.997
CC12CC1OCC2=O,27.59
CC(CO)C(=O)C1CO1,35.286
Nc1cc(F)oc(=O)n1,27.981
N=COC12C=CCC1C2,30.599
CC1(C)C=CC2(O)CC12,36.079
CN=c1[nH]c(=O)cco1,29.115
CCC1=CCC2CC1O2,32.073
CC1C2CCC3C(O2)C13,30.18
CCCC1COC1CC,38.73
N#CC#CC1(C#N)CC1,29.606
N#CCC1COCOC1,30.286
CC1NC(=O)COC1=O,30.245
O=COC1OCC2CC21,28.874
OC1CC1C(O)C1CO1,33.248
C1OC1CC1C2CC1C2,31.064
CCOc1[nH]cnc1C,33.653
C#CC1OC1(C)C1CC1,35.213
N=COc1cccnc1,27.187
N#CCCN1CCC1=O,31.096
C#CC(=O)NC(=O)CN,33.597
CN1CC1(C)C(=O)CO,36.784
CC1OCCC12CC2,30.368
CC1OC12CC(C)(O)C2,37.02
COC12C3CC1CC2C3,31.619
C1C2OC3C2C2OC1C32,24.314
COC1C2OCC12C=O,31.104
CC12C3CC4C(C31)C42C,32.312
C#CC1(C#N)C(N)C1N,35.456
O=C1CC23C=CCC12C3,28.148
